,project_phase,User_uid,Cat,Fox,Marten,Raccoon,garden_type,garden_size,Local_tree_cover,fence_height,compost,pop_100,dist_water_100,imperv_100,noise_100,tree_cover_100,distance_border,inside,season,covid,dist_border,pop_100m
150,1,347,1,0,0,0,Wohngrundstueck,420,10,100,Offen,40.46001816,1025.236938,64.32952881,42.33858109,37.04021454,236.3235157,1,Fall,No,225.6364542,40.4642198
151,2,381,53,0,0,0,Kleingarten,450,40,100,Offen,102.7272034,647.3227539,81.60652924,52.22244263,4.30713892,2745.948159,1,Spring,No,2726.046718,101.7287289
152,2,382,6,0,0,0,Wohngrundstueck,1000,5,120,Offen,43.64946365,1107.415405,65.60398102,61.72527313,29.13078117,507.5471739,1,Spring,No,487.9696392,44.53471835
153,2,383,33,2,3,0,Wohngrundstueck,1000,20,150,Offen,139.3569641,519.9906616,70.26485443,49.98724747,31.43301773,3086.378356,1,Spring,No,3076.797343,146.2116798
154,2,389,0,1,0,0,Kleingarten,420,33,100,Offen,39.55623245,125.3739548,51.60028458,58.01680756,39.2350769,5973.260963,1,Spring,No,5958.013367,37.14603156
155,2,391,3,6,0,4,Kleingarten,260,1,80,Offen,0.13716954,168.7974854,23.21506691,35.46156311,26.73629951,818.6218222,1,Spring,No,808.2262708,0.149176986
156,2,392,3,11,1,1,Kleingarten,220,15,100,Geschlossen,287.3213501,457.0890198,79.29279327,64.45747375,0,7753.148735,1,Spring,No,7721.685447,283.2834374
157,2,396,12,7,4,0,Wohngrundstueck,100,10,0,Keiner,41.21224594,328.9007568,22.43328667,48.66358948,11.40576267,2028.02477,1,Spring,No,2033.308358,41.33031026
158,2,403,3,2,0,1,Wohngrundstueck,150,2,60,Keiner,37.39987564,59.26940918,18.29304314,38.582901,23.32341766,270.5534965,1,Spring,No,254.5449994,39.76629765
159,2,404,26,0,3,0,Wohngrundstueck,500,10,150,Offen,31.96557236,1533.230713,64.53572845,58.63455582,36.72118378,2110.675606,1,Spring,No,2109.798362,32.45376229
160,2,406,92,0,1,1,Wohngrundstueck,377,15,120,Geschlossen,25.14446068,295.1706848,60.69427872,53.58961868,49.69724274,1049.787311,1,Spring,No,1046.940334,25.28712726
161,2,407,7,0,0,0,Wohngrundstueck,1800,35,170,Offen,26.48542786,1726.654419,42.50086594,62.15714645,42.83297729,2561.791653,1,Spring,No,2546.629809,27.59439788
162,2,414,30,7,0,0,Wohngrundstueck,400,30,100,Offen,30.98695374,842.6641235,16.64279175,54.46392059,56.8146019,1356.561677,1,Spring,No,1357.540499,32.97055429
163,2,416,7,0,0,0,Wohngrundstueck,680,30,140,Keiner,42.78777313,931.8428345,20.41802216,54.37857437,62.65988541,256.741073,1,Spring,No,253.9748058,42.96122537
164,2,417,61,1,0,1,Wohngrundstueck,40,5,0,Offen,202.6802826,1985.233154,75.9274826,53.03231812,16.8853569,7698.692613,1,Spring,No,7703.939452,226.1831201
165,2,425,34,8,0,6,Kleingarten,400,10,150,Geschlossen,0.276281565,220.1220245,0.223066926,73.41514587,72.61924744,4330.93945,1,Spring,No,4330.747184,0.407925826
166,2,426,3,5,0,5,Kleingarten,400,10,100,Geschlossen,46.5647316,182.0471954,63.21595383,62.43283463,33.40107727,3383.230413,1,Spring,No,3391.751091,72.51649023
167,2,435,13,0,0,0,Wohngrundstueck,50,20,50,Keiner,100.0640182,225.7599182,49.65119934,44.65141678,53.78865814,2923.950285,1,Spring,No,2874.186726,102.3590457
168,2,438,11,0,0,0,Wohngrundstueck,150,5,180,Geschlossen,60.79297256,902.1425781,36.93087387,54.21958542,10.32734299,1635.220644,1,Spring,No,1591.451856,66.27840331
169,2,439,4,0,0,0,Wohngrundstueck,1800,10,80,Offen,28.65540314,851.9811401,75.83009338,60.83205032,28.81771469,4563.969999,1,Spring,No,4720.878976,26.7539158
170,2,441,0,0,0,1,Kleingarten,100,10,100,Offen,0.398683101,80.06417847,47.40885162,68.78518677,51.56158829,7090.585785,1,Spring,No,6959.736663,0.482157413
171,2,442,35,4,0,0,Wohngrundstueck,120,10,200,Geschlossen,415.4075928,1368.789185,95.48206329,47.06369781,0,8872.068733,1,Spring,No,8869.407935,449.7880977
172,2,443,1,3,0,2,Kleingarten,400,20,150,Offen,0,211.2887268,30.29477882,67.37007904,67.66956329,6987.289021,1,Spring,No,6922.655002,0
173,2,444,56,2,0,8,Wohngrundstueck,600,45,120,Geschlossen,28.22767639,742.4353027,13.5302639,53.37717056,52.93677902,6223.230534,1,Spring,No,6061.244308,27.29468702
174,2,445,2,3,0,0,Wohngrundstueck,6,20,180,Geschlossen,124.2099991,1016.567505,36.50357056,56.14570999,48.77275085,7585.348329,1,Spring,No,7575.532352,124.21
175,2,449,11,2,1,0,Wohngrundstueck,800,20,0,Offen,28.50287819,508.9193115,54.91773987,63.66303635,47.21240234,5123.885718,1,Spring,No,5280.130028,31.09871408
176,2,451,6,1,0,4,Kleingarten,320,30,0,Geschlossen,5.931376457,822.6688232,23.26952553,58.20645142,47.54782104,3252.164966,1,Spring,No,3248.832016,5.208794436
177,2,453,16,1,0,1,Wohngrundstueck,800,25,150,Offen,37.66880035,488.5612793,62.29155731,56.27817535,24.69040108,4112.365725,1,Spring,No,4263.386532,41.72670223
178,2,454,100,2,4,15,Wohngrundstueck,800,20,120,Offen,47.11799622,865.4920044,40.62018204,52.58987427,36.35259628,3090.159087,1,Spring,No,3047.460379,47.34691746
179,2,455,10,0,0,3,Wohngrundstueck,220,4,200,Geschlossen,45.47770309,577.3461914,55.70622253,55.60738754,43.78063202,2654.217311,1,Spring,No,2640.658452,45.45619251
180,2,456,106,3,0,0,Wohngrundstueck,125,70,80,Geschlossen,60.28182983,594.3560791,57.58542252,51.27624893,50.25400925,3440.585997,1,Spring,No,3406.776514,59.40629296
181,2,459,71,0,0,2,Wohngrundstueck,240,10,120,Keiner,162.1509857,1317.290649,58.95462418,53.01655197,34.32785034,4850.495258,1,Spring,No,4818.42153,134.7869336
182,2,460,26,2,1,1,Wohngrundstueck,500,20,120,Keiner,104.8038483,1915.807861,59.03808975,53.6582489,23.11551476,5891.995204,1,Spring,No,5893.445077,101.9478416
183,2,464,68,1,0,0,Wohngrundstueck,350,20,150,Offen,27.8056469,640.03125,67.40088654,53.29872513,27.62125397,3029.710324,1,Spring,No,3016.611427,27.80972183
184,2,465,34,9,2,1,Wohngrundstueck,600,5,0,Offen,25.93222427,276.9415588,55.09104538,53.51578522,38.77289581,3687.752671,1,Spring,No,3675.157318,26.08676473
185,2,466,228,0,0,2,Wohngrundstueck,400,10,123,Offen,21.56557465,48.37064743,47.60985184,52.84964752,31.56843567,3332.632626,1,Spring,No,3329.243918,23.89893044
186,2,467,48,2,0,0,Wohngrundstueck,700,30,220,Geschlossen,168.8053894,509.6558838,87.12176514,60.04715347,10.23003197,8226.454419,1,Spring,No,8089.19715,176.5334462
187,2,468,58,0,4,3,Wohngrundstueck,500,8,100,Keiner,29.26015663,1442.928101,24.00929451,41.29996872,42.6589241,255.8943184,1,Spring,No,251.7178134,29.40812027
188,2,471,11,0,0,0,Wohngrundstueck,400,25,0,Offen,35.01486206,635.2635498,55.69774246,56.25543213,44.86590576,3346.00356,1,Spring,No,3288.847801,36.20491856
189,2,474,5,2,0,0,Wohngrundstueck,400,30,200,Geschlossen,93.50300598,766.6516113,69.78916931,52.6033287,34.98138046,2161.427644,1,Spring,No,2108.184581,91.75411793
190,2,475,51,22,0,0,Wohngrundstueck,680,20,100,Offen,56.66043091,924.4926758,60.70753098,54.90672684,48.60062027,1917.877012,1,Spring,No,1851.417277,49.27548901
191,2,476,4,0,1,1,Kleingarten,500,20,100,Offen,0,115.9374771,17.64741135,41.7494278,41.5819931,422.9935091,1,Spring,No,414.0338245,0
192,2,477,143,0,0,0,Wohngrundstueck,350,0,120,Keiner,32.09786224,965.4768677,58.61577225,49.2258606,32.54463577,794.6234342,1,Spring,No,809.9618657,32.59467004
193,2,478,38,2,0,28,Kleingarten,600,20,100,Keiner,44.42677689,272.6191711,37.75443268,51.70084763,50.38214493,1331.861873,1,Spring,No,1323.282853,41.52457539
194,2,480,7,1,0,0,Wohngrundstueck,1000,60,110,Geschlossen,25.92956352,1046.263794,60.16550446,55.5631752,24.71878815,730.0972026,1,Spring,No,743.5350111,29.87198443
195,2,483,25,1,0,2,Kleingarten,600,10,130,Offen,30.85879898,632.5177612,58.48562622,54.09601212,32.53340149,7086.558504,1,Spring,No,7051.532054,34.9632051
196,2,486,66,3,0,1,Wohngrundstueck,400,10,0,Keiner,27.86713219,548.854248,31.20336723,58.46249771,3.795715332,3401.816061,1,Spring,No,3362.517396,40.15113096
197,2,487,5,2,0,4,Wohngrundstueck,650,10,100,Geschlossen,26.96992493,930.9558105,56.2170105,53.09237289,51.27983093,3393.136949,1,Spring,No,3361.305351,28.79315807
198,2,488,9,0,1,6,Wohngrundstueck,1500,30,120,Offen,71.3862381,703.4524536,49.69598007,53.77985382,38.585392,3167.697231,1,Spring,No,3133.11912,70.97048524
199,2,489,12,0,0,1,Wohngrundstueck,350,20,100,Offen,50.88000488,315.2778625,71.03302765,61.38803864,37.8177681,2998.564007,1,Spring,No,2983.006556,50.88000298
200,2,490,0,8,0,0,Kleingarten,200,2,80,Offen,95.49694824,399.7521667,29.19512177,52.01965332,6.70878315,7856.151242,1,Spring,No,7867.482057,81.31235059
201,2,491,0,1,0,0,Wohngrundstueck,500,2,150,Geschlossen,119.2803955,348.7187195,25.14667702,51.41611099,31.94987679,3234.242794,1,Spring,No,3240.745888,104.2521946
202,2,493,5,0,0,0,Wohngrundstueck,600,10,150,Offen,51.55237579,455.1190186,75.11206055,55.22343445,20.60737038,2180.583879,1,Spring,No,2152.05532,52.76044801
203,2,496,9,1,0,2,Wohngrundstueck,1,20,160,Offen,72.99119568,200.2940979,58.88485336,48.20931625,41.36946487,3878.560359,1,Spring,No,3835.30831,73.11752408
204,2,503,12,0,0,9,Wohngrundstueck,300,2,160,Geschlossen,89.56491089,1875.235596,61.70066071,55.06572342,39.35382462,5419.359459,1,Spring,No,5409.736524,94.5724707
205,2,504,2,10,0,4,Wohngrundstueck,600,30,0,Geschlossen,46.91100311,444.5168762,56.46810913,53.31985092,42.88549805,5407.256671,1,Spring,No,5436.79652,46.44433661
206,2,505,16,1,0,1,Wohngrundstueck,200,10,230,Geschlossen,59.51250458,1130.98999,55.89733505,52.44248581,34.20346451,1600.40741,1,Spring,No,1611.011212,72.69629276
207,2,508,6,0,1,12,Wohngrundstueck,1142,35,0,Offen,12.01920033,474.0436401,58.27917099,58.95331955,40.9416008,4051.760936,1,Spring,No,4054.544002,12.35359299
208,2,509,69,20,1,0,Wohngrundstueck,620,20,100,Geschlossen,46.93977356,331.9887085,64.86643219,56.35009003,29.19347572,3524.999892,1,Spring,No,3505.172868,46.16096506
209,2,511,25,1,0,0,Wohngrundstueck,120,5,60,Keiner,66.78219604,1141.373291,67.05991364,49.92678833,31.44791794,2157.334259,1,Spring,No,2143.209393,67.91056682
210,2,512,1,8,0,0,Wohngrundstueck,500,20,100,Geschlossen,75.48628998,1560.435059,53.56486511,54.16167831,51.70991516,1329.293643,1,Spring,No,1334.667687,72.89677389
211,2,513,1,21,0,3,Wohngrundstueck,800,10,100,Geschlossen,29.34199905,92.47627258,53.90830994,64.4770813,37.97600937,3675.447607,1,Spring,No,3680.840331,31.14652503
212,2,517,6,0,1,1,Wohngrundstueck,500,20,120,Geschlossen,38.12653351,491.9527893,30.01642609,59.52942657,18.93506813,2664.886996,1,Spring,No,2688.465161,37.26122823
213,2,518,0,1,0,0,Kleingarten,400,10,100,Geschlossen,182.0656128,954.4341431,64.49931335,65.06904602,18.41849709,7380.319019,1,Spring,No,7381.742155,219.4453548
214,2,519,0,0,0,2,Wohngrundstueck,60,15,120,Keiner,35.43583679,2064.969971,69.93318939,56.33403397,33.26790237,846.665328,1,Spring,No,832.4283456,35.43221941
215,2,520,160,8,0,0,Wohngrundstueck,550,20,90,Offen,29.56678391,1837.255737,52.31362152,59.50851822,47.04250717,445.8576373,1,Spring,No,450.4655257,29.44399389
216,2,521,22,0,0,0,Wohngrundstueck,150,10,150,Keiner,193.651413,265.8980713,76.42068481,58.82022476,14.72707176,9092.391863,1,Spring,No,9084.948807,195.8823627
217,2,522,5,0,3,1,Wohngrundstueck,1000,10,150,Geschlossen,32.37214661,1098.875977,59.11922836,53.47839737,39.27013016,1006.625965,1,Spring,No,998.1285485,33.1363343
218,2,523,2,0,0,0,Wohngrundstueck,1000,10,160,Offen,35.64269638,751.3637695,57.28270721,51.25170517,30.60817719,2041.583536,1,Spring,No,2024.076516,35.43665242
219,2,524,15,0,0,0,Wohngrundstueck,500,80,160,Offen,36.5280571,1253.822632,79.38272858,56.16278076,18.70566559,975.759389,1,Spring,No,970.2225538,36.97443294
220,2,525,6,0,0,0,Wohngrundstueck,1200,10,140,Keiner,27.02379608,2124.074463,46.01078796,41.2030983,48.54785919,232.3835192,1,Spring,No,230.1996554,30.44199748
221,2,528,32,1,0,0,Wohngrundstueck,250,10,110,Offen,29.68502808,395.5273438,53.86518478,50.17889023,49.34251022,2935.674997,1,Spring,No,2774.393715,29.9162358
222,2,529,23,7,0,1,Wohngrundstueck,1200,20,160,Geschlossen,137.7218933,800.5797119,71.6709671,54.61143112,13.47866917,5409.714438,1,Spring,No,5343.426147,138.8477292
223,2,530,28,2,0,0,Wohngrundstueck,800,15,150,Offen,31.45823669,260.0387268,26.44479561,47.39038849,53.71360779,3137.426756,1,Spring,No,3173.490609,33.48634909
224,2,531,0,0,1,0,Kleingarten,750,15,150,Geschlossen,5.005754948,76.56682587,36.68683243,54.45672989,36.03451538,2172.713577,1,Spring,No,2210.753549,5.454062983
225,2,533,4,9,4,3,Wohngrundstueck,500,50,200,Geschlossen,59.8158226,52.49208832,65.21082306,62.18182755,8.256645203,2425.929381,1,Spring,No,2284.717888,58.36393135
226,2,535,101,0,4,6,Wohngrundstueck,650,20,100,Offen,41.48679733,1200.061157,55.43384552,63.744133,45.05711365,1285.469155,1,Spring,No,1209.993432,39.08830535
227,2,536,4,1,0,15,Wohngrundstueck,400,25,120,Geschlossen,106.7519989,785.6408691,59.80069733,62.97599792,32.08473587,5650.412385,1,Spring,No,5597.71149,102.8368609
228,2,539,0,0,0,1,Kleingarten,1000,20,0,Offen,24.04288864,320.7650757,27.18319321,44.17041397,30.26886749,2136.930888,1,Spring,No,2150.579986,25.5650244
229,2,548,2,1,0,0,Wohngrundstueck,150,10,80,Offen,12.17122078,657.9915161,84.92697906,58.99863052,12.19560814,5423.085069,1,Spring,No,5396.652946,11.56897251
230,2,549,19,0,2,3,Wohngrundstueck,300,20,120,Offen,51.67221451,667.9935913,39.63891602,47.79478836,40.2193222,2577.865539,1,Spring,No,2574.121843,52.19222504
231,2,550,22,0,0,0,Wohngrundstueck,850,15,120,Keiner,33.10824966,539.78125,64.39246368,63.67481232,30.21011543,2119.198122,1,Spring,No,2119.424685,33.58864028
232,2,553,4,0,0,2,Kleingarten,340,30,120,Offen,15.6875639,1535.067749,57.71581268,53.38288116,53.42324066,7098.270424,1,Spring,No,7094.127476,15.16938935
233,2,555,0,23,0,0,Kleingarten,450,25,140,Offen,17.54379654,26.53608513,32.50786209,62.88706207,25.77640533,605.0458826,1,Spring,No,597.9206769,19.33974936
234,2,557,54,24,0,6,Wohngrundstueck,460,5,120,Offen,32.8666153,694.5964355,23.41385841,53.44750214,28.73357964,5295.320421,1,Spring,No,5295.942519,38.43417469
235,2,558,12,1,1,18,Kleingarten,230,20,40,Offen,0.315083206,207.7711792,39.6920929,35.0273056,16.1311512,215.9327342,1,Spring,No,208.5283401,0.291732229
236,2,560,2,0,0,1,Wohngrundstueck,1100,30,120,Offen,32.99630356,507.4746094,40.74917603,62.45256424,43.83709717,2182.333339,1,Spring,No,2172.418186,32.97323992
237,2,561,23,0,0,1,Wohngrundstueck,200,10,180,Keiner,55.60586929,1199.31189,26.02203178,61.78031921,14.39179802,1002.27997,1,Spring,No,973.236752,49.91274111
238,2,562,111,0,0,0,Wohngrundstueck,160,20,150,Geschlossen,222.8564606,419.9367981,67.01343536,63.24440765,8.562197685,7767.662022,1,Spring,No,7724.979064,272.5376607
239,2,563,19,4,0,1,Wohngrundstueck,300,10,110,Offen,47.8702507,683.0764771,35.36462784,48.74037552,55.9082489,2083.492679,1,Spring,No,2107.441774,47.8120123
240,2,566,10,0,0,0,Wohngrundstueck,100,15,80,Keiner,111.4398727,236.0095825,55.01618958,67.36273193,25.7406559,5979.865495,1,Spring,No,5847.853247,122.8299494
241,2,567,1,0,0,0,Kleingarten,270,15,100,Geschlossen,0,218.5466461,39.27990341,70.97483063,70.13092041,7927.925842,1,Spring,No,7885.450967,0
242,2,569,1,7,0,0,Wohngrundstueck,180,25,90,Geschlossen,80.41241455,648.5203247,28.60863304,50.62608337,41.34137726,3584.139123,1,Spring,No,3532.64909,80.67457686
243,2,572,14,0,0,2,Wohngrundstueck,1400,20,150,Offen,39.16665268,554.1741333,65.93558502,57.66205978,32.80660248,869.6280729,1,Spring,No,873.5446295,42.54155827
244,2,574,4,7,0,0,Kleingarten,300,100,120,Offen,0.300000012,65.45767212,99.07050323,62.21840286,1.110366702,5509.026701,1,Spring,No,5512.80181,0.308817015
245,2,578,1,0,0,3,Wohngrundstueck,350,10,90,Geschlossen,60.41953659,540.7706909,64.4105835,55.75512695,35.16395187,5256.92805,1,Spring,No,5196.646624,52.13597503
246,2,580,36,0,0,0,Wohngrundstueck,700,10,120,Offen,60.09000015,504.1396179,55.82050705,44.25774384,47.82655334,82.38132852,1,Spring,No,75.39144855,60.08999944
247,2,581,94,0,0,0,Wohngrundstueck,100,14,0,Keiner,98.82167053,196.5095978,54.83862305,51.98694992,28.81088257,3142.69485,1,Spring,No,3085.266578,98.11206793
248,2,583,11,0,0,0,Kleingarten,400,5,0,Offen,19.78025818,589.579834,42.74361801,53.58340454,22.29997253,2840.753277,1,Spring,No,2832.098474,20.34712004
249,2,588,14,0,0,0,Wohngrundstueck,50,20,50,Keiner,27.13838387,371.9416809,44.36083221,50.28723145,47.78964996,1318.537663,1,Spring,No,1141.93955,31.78190428
250,2,590,22,0,0,2,Wohngrundstueck,600,5,155,Geschlossen,9.521957397,654.1802979,59.25448608,60.73574066,55.42343903,3677.757519,1,Spring,No,3669.840139,9.787597439
251,2,592,11,0,2,6,Kleingarten,600,5,100,Offen,17.18497276,718.9649658,50.96074295,50.72366714,62.27619553,4569.38423,1,Spring,No,4482.676654,17.68490468
252,2,593,106,0,0,1,Kleingarten,300,10,100,Geschlossen,2.523540735,468.6141357,70.12379456,56.3685112,27.97019386,8151.670901,1,Spring,No,8144.295444,3.235113259
253,2,594,0,6,0,1,Kleingarten,400,10,150,Offen,0.955177724,1864.390747,56.11701584,74.71622467,11.32421398,7488.687545,1,Spring,No,7479.569252,7.016323277
254,2,596,8,2,0,4,Kleingarten,250,25,150,Offen,0,312.2276917,48.66227722,72.2507019,48.41622162,8126.295283,1,Spring,No,7964.713972,0
255,2,597,3,0,0,0,Kleingarten,400,20,125,Geschlossen,1.385200024,576.1481323,55.37703705,58.31403351,57.76884842,8279.6729,1,Spring,No,8274.79472,1.777683279
256,2,599,21,0,0,11,Wohngrundstueck,829,20,140,Offen,35.89508057,643.7420654,62.51592636,53.48996353,36.67271423,966.3870701,1,Spring,No,844.7041346,36.66293425
257,2,600,0,1,0,0,Kleingarten,250,40,100,Keiner,143.6772003,1717.458618,66.54930878,55.23009872,23.58349991,8039.081657,1,Spring,No,8032.045222,178.4700643
258,2,601,0,0,1,0,Kleingarten,400,10,80,Keiner,2.119668007,534.9862061,76.29388428,64.13694763,27.30029488,8361.161144,1,Spring,No,8367.058055,2.199209153
259,2,603,7,0,0,0,Wohngrundstueck,1500,20,100,Keiner,56.42200089,468.5364685,65.59671783,54.3039856,18.77412796,3989.080979,1,Spring,No,4156.165604,56.3613597
260,2,604,23,1,0,7,Wohngrundstueck,500,20,150,Offen,12.28247166,737.675415,59.03327179,55.0593071,42.53007126,4156.070411,1,Spring,No,4157.241961,9.944741042
261,2,606,2,5,0,0,Kleingarten,350,20,100,Offen,61.48580933,363.7055359,35.2327652,53.1198349,6.51069212,7907.800453,1,Spring,No,7915.737054,43.11712151
262,2,607,101,15,1,0,Wohngrundstueck,1300,10,100,Geschlossen,21.01384735,386.6493225,23.24180603,36.69980621,0,453.6761168,1,Spring,No,455.3065493,19.558238
263,2,609,167,0,2,3,Wohngrundstueck,570,20,150,Offen,34.89646149,904.8609009,67.26000977,44.10345078,27.73276329,1117.233922,1,Spring,No,1072.307551,35.0217797
264,2,612,2,0,0,0,Wohngrundstueck,600,15,100,Offen,28.79999924,420.4749756,52.04190826,56.71126175,58.93120956,4553.152383,1,Spring,No,4550.725221,28.79999876
265,2,613,10,1,0,0,Kleingarten,480,30,80,Offen,14.29677963,714.5808105,56.6836853,50.91217422,55.34208298,4602.968187,1,Spring,No,4512.468886,14.34211998
266,2,619,0,0,0,6,Wohngrundstueck,350,5,80,Keiner,47.41030502,440.8496094,44.40886688,48.27925491,58.57004166,4302.248763,1,Spring,No,4278.337307,62.58930655
267,3,1059,67,7,0,46,Wohngrundstueck,670,15,120,Offen,24.37010384,1108.92981,68.9515152,43.51287079,18.52613258,595.5386064,1,Fall,No,585.779835,25.76414579
268,3,1060,6,10,2,0,Kleingarten,1000,20,150,Offen,31.47362137,483.6633301,60.83904266,48.0293808,34.19885254,3559.426148,1,Fall,No,3549.411029,36.47461562
269,3,1062,45,4,1,0,Wohngrundstueck,1000,10,100,Offen,24.96199036,768.6503906,41.66556931,47.0442276,56.16100311,2367.387725,1,Fall,No,2371.721582,26.56790351
270,3,1063,68,21,0,2,Wohngrundstueck,1000,20,60,Offen,92.11051941,858.7805786,42.7430191,60.73674011,34.70755005,1090.409574,1,Fall,No,1076.336969,96.98161402
271,3,1064,32,4,0,2,Wohngrundstueck,150,70,120,Offen,32.89614487,507.9807434,89.26141357,71.40257263,13.85987377,3025.418772,1,Fall,No,3038.258725,42.06348917
272,3,1067,9,2,0,0,Wohngrundstueck,400,0,120,Geschlossen,45.78802872,1214.630127,30.5359993,51.6571312,49.22444153,1339.236339,1,Fall,No,1329.176965,50.08627905
273,3,1071,15,6,0,4,Kleingarten,300,10,150,Offen,33.41862488,1829.862915,56.57164764,59.40933609,47.63154602,5351.655245,1,Fall,No,5334.490331,67.8816441
274,3,1072,2,0,1,3,Kleingarten,600,5,170,Offen,1.78059411,82.64463806,0,45.93608475,84.75399017,1668.795252,1,Fall,No,1489.805894,1.666536745
275,3,1074,7,11,1,7,Wohngrundstueck,1300,50,140,Geschlossen,21.33875275,249.0955048,23.94350243,43.91300201,62.08117676,2140.967762,1,Fall,No,2163.775715,21.59065227
276,3,1076,23,9,0,0,Wohngrundstueck,200,15,80,Geschlossen,13.45131493,1258.63623,72.34860992,65.12345123,13.49293327,8621.66364,1,Fall,No,8623.306398,33.41100515
277,3,1077,5,9,0,1,Wohngrundstueck,1000,20,180,Offen,14.7699995,367.8759766,28.41159821,61.73078918,3.918401241,5954.917179,1,Fall,No,5958.118369,14.76999968
278,3,1078,24,3,1,3,Wohngrundstueck,1000,30,120,Offen,36.46825409,341.8230286,31.35245132,42.29987335,22.16486168,558.2262756,1,Fall,No,552.6220258,35.55035928
279,3,1081,3,9,1,2,Kleingarten,800,15,120,Offen,8.438305855,247.2561951,34.14981079,67.39093018,56.07948303,3078.070899,1,Fall,No,3089.245328,9.391658136
280,3,1082,1,4,3,18,Wohngrundstueck,200,10,150,Geschlossen,40.05566025,403.3041992,51.75370789,48.69351578,47.7684021,3301.757891,1,Fall,No,3317.155593,40.95507384
281,3,1083,17,0,1,1,Wohngrundstueck,380,10,100,Geschlossen,44.05721664,757.2814941,28.5519619,56.38378906,48.50976563,1092.319906,1,Fall,No,1093.168145,43.81345795
282,3,1085,1,0,0,0,Wohngrundstueck,1000,15,150,Keiner,21.79999924,1403.812622,69.58776855,58.25031662,33.35088348,3119.338921,1,Fall,No,3097.263096,21.79999948
283,3,1088,8,0,0,23,Wohngrundstueck,100,10,80,Keiner,83.7819519,1061.501953,57.55942917,57.09498978,37.5083313,6736.631611,1,Fall,No,6722.79034,91.56790134
284,3,1090,9,0,1,0,Wohngrundstueck,1100,25,110,Keiner,74.40200043,1769.170654,47.63877869,53.33033752,23.44012451,7680.261362,1,Fall,No,7675.580547,71.72038409
285,3,1092,6,0,0,0,Wohngrundstueck,50,0,0,Keiner,9.888454437,924.4501343,39.20217896,57.01728058,10.39242268,3356.936398,1,Fall,No,3336.679303,7.640244904
286,3,1093,50,6,0,0,Wohngrundstueck,200,60,150,Keiner,299.085968,58.43668365,57.87172699,51.91365814,12.48793221,6308.310454,1,Fall,No,6298.560655,294.6912608
287,3,1094,10,1,1,4,Kleingarten,100,10,90,Keiner,0.069748066,229.6638794,12.15421963,69.6231842,33.29234695,1315.875048,1,Fall,No,1318.165887,0.175586833
288,3,1095,101,18,0,1,Wohngrundstueck,100,2,180,Geschlossen,302.2475281,904.5576172,85.48595428,45.23882294,4.985738277,5152.716465,1,Fall,No,5166.838446,302.0173095
289,3,1096,2,39,0,2,Wohngrundstueck,1000,30,110,Geschlossen,51.13622284,262.0870361,51.02640533,54.50685883,33.22154999,1579.672671,1,Fall,No,1585.412744,51.86720228
290,3,1097,4,0,0,3,Kleingarten,280,25,100,Offen,3.450148582,187.3685608,8.817959785,66.57550049,40.62233353,3737.340088,1,Fall,No,3746.360478,3.032062122
291,3,1098,10,2,0,1,Wohngrundstueck,500,15,100,Offen,44.93448639,245.5619659,55.76936722,53.55490112,47.10631561,150.1641172,1,Fall,No,153.0912685,45.59712406
292,3,1099,0,4,0,0,Kleingarten,350,15,0,Geschlossen,661.9004517,1583.578857,99.28036499,48.5134201,0,6606.931339,1,Fall,No,6541.972838,660.9623249
293,3,1100,12,0,2,1,Wohngrundstueck,480,43,80,Offen,31.84111786,542.2781982,50.54882431,49.77347565,35.65560532,1251.924003,1,Fall,No,1252.857067,32.87387813
294,3,1101,23,0,0,3,Wohngrundstueck,500,10,100,Offen,63.90544891,196.2093658,59.97556305,51.03754807,21.04429245,2152.472069,1,Fall,No,2153.770854,61.16338075
295,3,1102,64,6,0,1,Wohngrundstueck,400,30,100,Offen,71.84870148,375.9901428,35.30685806,46.94813156,42.25292969,3156.442964,1,Fall,No,3103.155965,51.22274798
296,3,1103,28,3,0,0,Wohngrundstueck,730,25,100,Keiner,33.75163651,1484.087158,61.54761124,65.09435272,41.93445587,2857.69888,1,Fall,No,2844.799615,33.50827276
297,3,1104,2,6,9,1,Wohngrundstueck,600,15,120,Offen,6.410839081,555.9723511,24.41253662,46.79618835,56.42798615,2527.753432,1,Fall,No,2325.016901,9.545939803
298,3,1106,6,1,1,4,Wohngrundstueck,750,15,150,Offen,30.91237259,164.7115631,65.19896698,52.06684875,38.9725914,3590.299583,1,Fall,No,3582.570707,29.13233738
299,3,1108,3,6,0,1,Wohngrundstueck,650,20,100,Offen,60.06214523,976.9538574,48.97876358,49.2345314,28.5809536,2699.538439,1,Fall,No,2659.039235,59.00923392
300,3,1110,24,52,1,58,Wohngrundstueck,500,25,200,Offen,63.70360184,1049.263184,70.29057312,59.93991089,27.32829857,4209.750099,1,Fall,No,4136.439663,59.70437019
301,3,1111,23,0,0,33,Wohngrundstueck,120,30,100,Offen,75.91513824,1981.493408,59.28435516,53.09618759,23.55595589,5821.62756,1,Fall,No,5827.510006,67.95291846
302,3,1114,19,1,0,0,Kleingarten,335,30,120,Geschlossen,0,307.7965393,46.18733597,59.27771759,34.58762741,3372.920795,1,Fall,No,3332.008955,0
