"","Name","CRS","EPSG","resolution","year_of_data","short_description","units_of_data","source","date_of_download","modified"
"1","distance_to_open_green_areas_raster","+proj=laea +lat_0=52 +lon_0=10 +x_0=4321000 +y_0=3210000 +ellps=GRS80 +units=m +no_defs","3035",10,"2020","created from open_green_areas_2020_3035","distance in meter [m]","C:/Users/wenzler/PopDynIZW Dropbox/GeoData/data-raw/berlin/open_green_areas_2020_3035/open_green_areas_2020_3035.gpkg",NA,"NAs inside Berlin borders where set to 0 %"
