"","Name","CRS","EPSG","resolution","year_of_data","short_description","units_of_data","data_source","orig_source","date_of_download","modified"
"1","supply_green_areas_berlin_raster_10m","+proj=laea +lat_0=52 +lon_0=10 +x_0=4321000 +y_0=3210000 +ellps=GRS80 +units=m +no_defs","3035",10,"2016",NA,"0 - NA, 1 - no supply, 2 - bad supply, 3 - low supply, 4 - good supply","C:/Users/wenzler/PopDynIZW Dropbox/GeoData/data-raw/berlin/supply_green_areas_berlin_2016_3035/supply_green_areas_berlin_2016_3035.gpkg","https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s06_05gruenversorg2016",NA,"NAs (zero values) inside Berlin borders where set to 0, VOEFF_NAME column changed to numeric values to column VOEFF_NAME_num"
