"","Name","CRS","EPSG","resolution","year_of_data","short_description","units_of_data","data_source","orig_source","date_of_download","modified"
"1","traffic_volume_berlin_raster_10m","+proj=laea +lat_0=52 +lon_0=10 +x_0=4321000 +y_0=3210000 +ellps=GRS80 +units=m +no_defs","3035",10,"2014",NA,"daily traffic volume","C:/Users/wenzler/PopDynIZW Dropbox/GeoData/data-raw/berlin/traffic_volume_berlin_2009_3035/traffic_volume_berlin_2009_3035.gpkg","https://fbinter.stadt-berlin.de/fb/wfs/data/senstadt/s07_05_01DTV2009",NA,"NAs (zero values) inside Berlin borders where set to 0"
