Name,Model,ELPD,ELPD_SE,LOOIC,LOOIC_wt,LOOIC_SE,WAIC,WAIC_wt,delta_WAIC,ICC,RMSE,Sigma,r2_marginal,r2_conditional
cats_b_03,stanreg,-1060.293869377143,42.811789475347005,2120.587738754286,0.7349278920642067,85.62357895069401,2116.8886923831556,0.9995965284697956,0,1,1.012856293518064,1,0.7045229483669876,1
cats_b_02,stanreg,-1068.0279348995925,43.122995431157406,2136.055869799185,0.02838906773369713,86.24599086231481,2133.8223685805783,2.1024403055175782e-4,16.933676197422756,1,1.0272663024075925,1,0.698710597960593,1
cats_b_01,stanreg,-1067.9719420456497,43.08281820908382,2135.9438840912994,0.1951977332087256,86.16563641816764,2133.991169894399,1.9322749965263242e-4,17.10247751124325,1,1.0346258501534387,1,0.6736997820603415,1
cats_b_00,stanreg,-1127.3496228398708,44.060142575699956,2254.6992456797416,0.04148530699337052,88.12028515139991,2253.02509606178,2.742712509186683e-30,136.13640367862445,1,1.0709392119513848,1,0,1
