Name,Model,ELPD,ELPD_SE,LOOIC,LOOIC_wt,LOOIC_SE,WAIC,WAIC_wt,ICC,RMSE,Sigma,Score_log,Score_spherical
env_b_01,stanreg,-1892.252753877782,62.651029513158186,3784.505507755564,0.22262145068281677,125.30205902631637,3776.358370616987,1.7203145818810672e-21,0.4583346506783705,1.0128592408970662,1,-0.7761126019345512,0.01898937301076794
env_b_02,stanreg,-1881.4660356368365,59.39753557975355,3762.932071273673,0.03976225279112638,118.7950711595071,3753.6394955749006,1.4755329205671357e-16,0.458422200056631,0.987148355440887,1,-0.7656133831748347,0.018998067227361727
env_b_03,stanreg,-1845.4468702984907,57.14951868091851,3690.8937405969814,0.7376162965260569,114.29903736183702,3680.7348110523258,0.9999999999999998,0.45757050754239803,0.9778660678041493,1,-0.7490196751082426,0.019032387429888966
