"","Name","CRS","EPSG","resolution","year_of_data","short_description","units_of_data","data_source","orig_source","date_of_download","modified"
"1","human_population_density_raster_10m","+proj=laea +lat_0=52 +lon_0=10 +x_0=4321000 +y_0=3210000 +ellps=GRS80 +units=m +no_defs","3035",10,"2017","created from human population polygon","population density per m²","C:/Users/wenzler/PopDynIZW Dropbox/GeoData/data-raw/berlin/human_population_density_berlin_2017_3035/human_population_density_berlin_2017_3035.gpkg","https://fbinter.stadt-berlin.de/fb/berlin/service_intern.jsp?id=s06_06ewdichte2019@senstadt&type=WFS",NA,"NAs (zero values) inside Berlin borders where set to 0"
