"","Name","CRS","EPSG","resolution","year_of_data","short_description","units_of_data","data_source","orig_source","date_of_download","modified"
"1","summer_temperature_berlin_04h","+proj=laea +lat_0=52 +lon_0=10 +x_0=4321000 +y_0=3210000 +ellps=GRS80 +units=m +no_defs","3035",10,"2016","reprojected to 3035 and resampled","°C in 2 m height","C:/Users/wenzler/PopDynIZW Dropbox/GeoData/data-raw/berlin/summer_temperature_04h_2016_25833/t2m04h/t2m04h.tif","https://fbinter.stadt-berlin.de/fb/berlin/service_intern.jsp?id=a_04102_lufttemp2015@senstadt&type=FEED",NA,"reprojected to 3035 and resampled"
