"","Name","CRS","EPSG","resolution","year_of_data","short_description","units_of_data","source","date_of_download","modified"
"1","climate_model_berlin_14h","+proj=laea +lat_0=52 +lon_0=10 +x_0=4321000 +y_0=3210000 +ellps=GRS80 +units=m +no_defs","3035",10,"2016","reprojected to 3035 and resampled","°C in 2 m height","C:/Users/wenzler/PopDynIZW Dropbox/GeoData/data-raw/berlin/climate_model_berlin_14h_2016_25833/t2m14h/t2m14h.tif",NA,"reprojected to 3035 and resampled"
