"animals_id","date","hour","animals_name","sex","weekday","n_total_hour","n_rest_hour","pct_rest_hour"
1,"2005-06-09",17,"Milan","m",4,12,11,0.916666666666667
1,"2005-06-09",18,"Milan","m",4,12,4,0.333333333333333
1,"2005-06-09",19,"Milan","m",4,12,0,0
1,"2005-06-09",20,"Milan","m",4,11,0,0
1,"2005-06-09",21,"Milan","m",4,12,0,0
1,"2005-06-09",22,"Milan","m",4,12,0,0
1,"2005-06-09",23,"Milan","m",4,12,12,1
1,"2005-06-10",0,"Milan","m",5,12,3,0.25
1,"2005-06-10",1,"Milan","m",5,12,11,0.916666666666667
1,"2005-06-10",2,"Milan","m",5,12,12,1
1,"2005-06-10",3,"Milan","m",5,11,11,1
1,"2005-06-10",4,"Milan","m",5,12,8,0.666666666666667
1,"2005-06-10",5,"Milan","m",5,12,9,0.75
1,"2005-06-10",6,"Milan","m",5,12,7,0.583333333333333
1,"2005-06-10",7,"Milan","m",5,12,0,0
1,"2005-06-10",8,"Milan","m",5,12,11,0.916666666666667
1,"2005-06-10",9,"Milan","m",5,11,11,1
1,"2005-06-10",10,"Milan","m",5,12,12,1
1,"2005-06-10",11,"Milan","m",5,12,11,0.916666666666667
1,"2005-06-10",12,"Milan","m",5,12,12,1
1,"2005-06-10",13,"Milan","m",5,12,12,1
1,"2005-06-10",14,"Milan","m",5,12,10,0.833333333333333
1,"2005-06-10",15,"Milan","m",5,11,7,0.636363636363636
1,"2005-06-10",16,"Milan","m",5,12,2,0.166666666666667
1,"2005-06-10",17,"Milan","m",5,12,1,0.0833333333333333
1,"2005-06-10",18,"Milan","m",5,12,12,1
1,"2005-06-10",19,"Milan","m",5,12,10,0.833333333333333
1,"2005-06-10",20,"Milan","m",5,12,6,0.5
1,"2005-06-10",21,"Milan","m",5,12,5,0.416666666666667
1,"2005-06-10",22,"Milan","m",5,11,7,0.636363636363636
1,"2005-06-10",23,"Milan","m",5,12,12,1
1,"2005-06-11",0,"Milan","m",6,12,12,1
1,"2005-06-11",1,"Milan","m",6,12,10,0.833333333333333
1,"2005-06-11",2,"Milan","m",6,12,12,1
1,"2005-06-11",3,"Milan","m",6,12,12,1
1,"2005-06-11",4,"Milan","m",6,11,7,0.636363636363636
1,"2005-06-11",5,"Milan","m",6,12,0,0
1,"2005-06-11",6,"Milan","m",6,12,6,0.5
1,"2005-06-11",7,"Milan","m",6,12,12,1
1,"2005-06-11",8,"Milan","m",6,12,12,1
1,"2005-06-11",9,"Milan","m",6,12,12,1
1,"2005-06-11",10,"Milan","m",6,11,10,0.909090909090909
1,"2005-06-11",11,"Milan","m",6,12,10,0.833333333333333
1,"2005-06-11",12,"Milan","m",6,12,11,0.916666666666667
1,"2005-06-11",13,"Milan","m",6,12,10,0.833333333333333
1,"2005-06-11",14,"Milan","m",6,12,8,0.666666666666667
1,"2005-06-11",15,"Milan","m",6,12,12,1
1,"2005-06-11",16,"Milan","m",6,11,11,1
1,"2005-06-11",17,"Milan","m",6,12,11,0.916666666666667
1,"2005-06-11",18,"Milan","m",6,12,6,0.5
1,"2005-06-11",19,"Milan","m",6,12,9,0.75
1,"2005-06-11",20,"Milan","m",6,12,2,0.166666666666667
1,"2005-06-11",21,"Milan","m",6,12,0,0
1,"2005-06-11",22,"Milan","m",6,12,9,0.75
1,"2005-06-11",23,"Milan","m",6,11,10,0.909090909090909
1,"2005-06-12",0,"Milan","m",7,11,0,0
1,"2005-06-12",1,"Milan","m",7,12,0,0
1,"2005-06-12",2,"Milan","m",7,12,0,0
1,"2005-06-12",3,"Milan","m",7,12,9,0.75
1,"2005-06-12",4,"Milan","m",7,12,11,0.916666666666667
1,"2005-06-12",5,"Milan","m",7,11,11,1
1,"2005-06-12",6,"Milan","m",7,12,12,1
1,"2005-06-12",7,"Milan","m",7,12,9,0.75
1,"2005-06-12",8,"Milan","m",7,12,10,0.833333333333333
1,"2005-06-12",9,"Milan","m",7,12,6,0.5
1,"2005-06-12",10,"Milan","m",7,12,12,1
1,"2005-06-12",11,"Milan","m",7,11,1,0.0909090909090909
1,"2005-06-12",12,"Milan","m",7,12,3,0.25
1,"2005-06-12",13,"Milan","m",7,12,7,0.583333333333333
1,"2005-06-12",14,"Milan","m",7,12,11,0.916666666666667
1,"2005-06-12",15,"Milan","m",7,12,12,1
1,"2005-06-12",16,"Milan","m",7,12,9,0.75
1,"2005-06-12",17,"Milan","m",7,12,3,0.25
1,"2005-06-12",18,"Milan","m",7,11,0,0
1,"2005-06-12",19,"Milan","m",7,12,2,0.166666666666667
1,"2005-06-12",20,"Milan","m",7,12,0,0
1,"2005-06-12",21,"Milan","m",7,12,0,0
1,"2005-06-12",22,"Milan","m",7,12,2,0.166666666666667
1,"2005-06-12",23,"Milan","m",7,12,3,0.25
1,"2005-06-13",0,"Milan","m",1,12,7,0.583333333333333
1,"2005-06-13",1,"Milan","m",1,11,0,0
1,"2005-06-13",2,"Milan","m",1,12,3,0.25
1,"2005-06-13",3,"Milan","m",1,12,12,1
1,"2005-06-13",4,"Milan","m",1,12,11,0.916666666666667
1,"2005-06-13",5,"Milan","m",1,12,0,0
1,"2005-06-13",6,"Milan","m",1,11,6,0.545454545454545
1,"2005-06-13",7,"Milan","m",1,12,11,0.916666666666667
1,"2005-06-13",8,"Milan","m",1,12,12,1
1,"2005-06-13",9,"Milan","m",1,12,12,1
1,"2005-06-13",10,"Milan","m",1,12,10,0.833333333333333
1,"2005-06-13",11,"Milan","m",1,12,10,0.833333333333333
1,"2005-06-13",12,"Milan","m",1,12,11,0.916666666666667
1,"2005-06-13",13,"Milan","m",1,11,8,0.727272727272727
1,"2005-06-13",14,"Milan","m",1,12,12,1
1,"2005-06-13",15,"Milan","m",1,12,9,0.75
1,"2005-06-13",16,"Milan","m",1,12,11,0.916666666666667
1,"2005-06-13",17,"Milan","m",1,12,10,0.833333333333333
1,"2005-06-13",18,"Milan","m",1,12,6,0.5
1,"2005-06-13",19,"Milan","m",1,11,0,0
1,"2005-06-13",20,"Milan","m",1,12,0,0
1,"2005-06-13",21,"Milan","m",1,12,4,0.333333333333333
1,"2005-06-13",22,"Milan","m",1,12,11,0.916666666666667
1,"2005-06-13",23,"Milan","m",1,12,10,0.833333333333333
1,"2005-06-14",0,"Milan","m",2,12,0,0
1,"2005-06-14",1,"Milan","m",2,12,1,0.0833333333333333
1,"2005-06-14",2,"Milan","m",2,12,1,0.0833333333333333
1,"2005-06-14",3,"Milan","m",2,12,3,0.25
1,"2005-06-14",4,"Milan","m",2,12,8,0.666666666666667
1,"2005-06-14",5,"Milan","m",2,12,3,0.25
1,"2005-06-14",6,"Milan","m",2,12,1,0.0833333333333333
1,"2005-06-14",7,"Milan","m",2,12,2,0.166666666666667
1,"2005-06-14",8,"Milan","m",2,11,10,0.909090909090909
1,"2005-06-14",9,"Milan","m",2,12,12,1
1,"2005-06-14",10,"Milan","m",2,12,12,1
1,"2005-06-14",11,"Milan","m",2,12,11,0.916666666666667
1,"2005-06-14",12,"Milan","m",2,12,12,1
1,"2005-06-14",13,"Milan","m",2,12,11,0.916666666666667
1,"2005-06-14",14,"Milan","m",2,11,11,1
1,"2005-06-14",15,"Milan","m",2,12,12,1
1,"2005-06-14",16,"Milan","m",2,12,12,1
1,"2005-06-14",17,"Milan","m",2,12,11,0.916666666666667
1,"2005-06-14",18,"Milan","m",2,12,9,0.75
1,"2005-06-14",19,"Milan","m",2,12,3,0.25
1,"2005-06-14",20,"Milan","m",2,11,1,0.0909090909090909
1,"2005-06-14",21,"Milan","m",2,12,0,0
1,"2005-06-14",22,"Milan","m",2,12,5,0.416666666666667
1,"2005-06-14",23,"Milan","m",2,12,0,0
1,"2005-06-15",0,"Milan","m",3,12,0,0
1,"2005-06-15",1,"Milan","m",3,12,1,0.0833333333333333
1,"2005-06-15",2,"Milan","m",3,12,3,0.25
1,"2005-06-15",3,"Milan","m",3,11,0,0
1,"2005-06-15",4,"Milan","m",3,12,0,0
1,"2005-06-15",5,"Milan","m",3,12,1,0.0833333333333333
1,"2005-06-15",6,"Milan","m",3,12,0,0
1,"2005-06-15",7,"Milan","m",3,12,9,0.75
1,"2005-06-15",8,"Milan","m",3,12,4,0.333333333333333
1,"2005-06-15",9,"Milan","m",3,11,3,0.272727272727273
1,"2005-06-15",10,"Milan","m",3,12,8,0.666666666666667
1,"2005-06-15",11,"Milan","m",3,12,4,0.333333333333333
1,"2005-06-15",12,"Milan","m",3,12,5,0.416666666666667
1,"2005-06-15",13,"Milan","m",3,12,11,0.916666666666667
1,"2005-06-15",14,"Milan","m",3,12,11,0.916666666666667
1,"2005-06-15",15,"Milan","m",3,11,8,0.727272727272727
1,"2005-06-15",16,"Milan","m",3,12,12,1
1,"2005-06-15",17,"Milan","m",3,12,11,0.916666666666667
1,"2005-06-15",18,"Milan","m",3,12,11,0.916666666666667
1,"2005-06-15",19,"Milan","m",3,12,4,0.333333333333333
1,"2005-06-15",20,"Milan","m",3,12,0,0
1,"2005-06-15",21,"Milan","m",3,12,0,0
1,"2005-06-15",22,"Milan","m",3,11,1,0.0909090909090909
1,"2005-06-15",23,"Milan","m",3,12,4,0.333333333333333
1,"2005-06-16",0,"Milan","m",4,12,7,0.583333333333333
1,"2005-06-16",1,"Milan","m",4,12,4,0.333333333333333
1,"2005-06-16",2,"Milan","m",4,12,2,0.166666666666667
1,"2005-06-16",3,"Milan","m",4,12,5,0.416666666666667
1,"2005-06-16",4,"Milan","m",4,11,1,0.0909090909090909
1,"2005-06-16",5,"Milan","m",4,12,0,0
1,"2005-06-16",6,"Milan","m",4,12,0,0
1,"2005-06-16",7,"Milan","m",4,12,2,0.166666666666667
1,"2005-06-16",8,"Milan","m",4,12,5,0.416666666666667
1,"2005-06-16",9,"Milan","m",4,12,3,0.25
1,"2005-06-16",10,"Milan","m",4,11,9,0.818181818181818
1,"2005-06-16",11,"Milan","m",4,12,11,0.916666666666667
1,"2005-06-16",12,"Milan","m",4,12,12,1
1,"2005-06-16",13,"Milan","m",4,12,6,0.5
1,"2005-06-16",14,"Milan","m",4,12,8,0.666666666666667
1,"2005-06-16",15,"Milan","m",4,12,12,1
1,"2005-06-16",16,"Milan","m",4,12,10,0.833333333333333
1,"2005-06-16",17,"Milan","m",4,11,10,0.909090909090909
1,"2005-06-16",18,"Milan","m",4,12,10,0.833333333333333
1,"2005-06-16",19,"Milan","m",4,12,8,0.666666666666667
1,"2005-06-16",20,"Milan","m",4,12,7,0.583333333333333
1,"2005-06-16",21,"Milan","m",4,12,1,0.0833333333333333
1,"2005-06-16",22,"Milan","m",4,12,1,0.0833333333333333
1,"2005-06-16",23,"Milan","m",4,11,0,0
1,"2005-06-17",0,"Milan","m",5,11,3,0.272727272727273
1,"2005-06-17",1,"Milan","m",5,12,2,0.166666666666667
1,"2005-06-17",2,"Milan","m",5,12,5,0.416666666666667
1,"2005-06-17",3,"Milan","m",5,12,0,0
1,"2005-06-17",4,"Milan","m",5,12,7,0.583333333333333
1,"2005-06-17",5,"Milan","m",5,11,2,0.181818181818182
1,"2005-06-17",6,"Milan","m",5,12,5,0.416666666666667
1,"2005-06-17",7,"Milan","m",5,12,12,1
1,"2005-06-17",8,"Milan","m",5,12,8,0.666666666666667
1,"2005-06-17",9,"Milan","m",5,12,8,0.666666666666667
1,"2005-06-17",10,"Milan","m",5,12,11,0.916666666666667
1,"2005-06-17",11,"Milan","m",5,12,12,1
1,"2005-06-17",12,"Milan","m",5,11,11,1
1,"2005-06-17",13,"Milan","m",5,12,10,0.833333333333333
1,"2005-06-17",14,"Milan","m",5,12,7,0.583333333333333
1,"2005-06-17",15,"Milan","m",5,12,5,0.416666666666667
1,"2005-06-17",16,"Milan","m",5,12,12,1
1,"2005-06-17",17,"Milan","m",5,12,11,0.916666666666667
1,"2005-06-17",18,"Milan","m",5,11,7,0.636363636363636
1,"2005-06-17",19,"Milan","m",5,12,4,0.333333333333333
1,"2005-06-17",20,"Milan","m",5,12,0,0
1,"2005-06-17",21,"Milan","m",5,12,0,0
1,"2005-06-17",22,"Milan","m",5,12,7,0.583333333333333
1,"2005-06-17",23,"Milan","m",5,12,4,0.333333333333333
1,"2005-06-18",0,"Milan","m",6,12,3,0.25
1,"2005-06-18",1,"Milan","m",6,12,5,0.416666666666667
1,"2005-06-18",2,"Milan","m",6,12,0,0
1,"2005-06-18",3,"Milan","m",6,12,10,0.833333333333333
1,"2005-06-18",4,"Milan","m",6,12,6,0.5
1,"2005-06-18",5,"Milan","m",6,12,3,0.25
1,"2005-06-18",6,"Milan","m",6,12,12,1
1,"2005-06-18",7,"Milan","m",6,11,11,1
1,"2005-06-18",8,"Milan","m",6,12,12,1
1,"2005-06-18",9,"Milan","m",6,12,12,1
1,"2005-06-18",10,"Milan","m",6,12,9,0.75
1,"2005-06-18",11,"Milan","m",6,12,3,0.25
1,"2005-06-18",12,"Milan","m",6,12,4,0.333333333333333
1,"2005-06-18",13,"Milan","m",6,11,10,0.909090909090909
1,"2005-06-18",14,"Milan","m",6,12,12,1
1,"2005-06-18",15,"Milan","m",6,12,11,0.916666666666667
1,"2005-06-18",16,"Milan","m",6,12,9,0.75
1,"2005-06-18",17,"Milan","m",6,12,11,0.916666666666667
1,"2005-06-18",18,"Milan","m",6,12,7,0.583333333333333
1,"2005-06-18",19,"Milan","m",6,11,3,0.272727272727273
1,"2005-06-18",20,"Milan","m",6,12,3,0.25
1,"2005-06-18",21,"Milan","m",6,12,2,0.166666666666667
1,"2005-06-18",22,"Milan","m",6,12,4,0.333333333333333
1,"2005-06-18",23,"Milan","m",6,12,3,0.25
1,"2005-06-19",0,"Milan","m",7,12,3,0.25
1,"2005-06-19",1,"Milan","m",7,12,3,0.25
1,"2005-06-19",2,"Milan","m",7,11,3,0.272727272727273
1,"2005-06-19",3,"Milan","m",7,12,0,0
1,"2005-06-19",4,"Milan","m",7,12,12,1
1,"2005-06-19",5,"Milan","m",7,12,12,1
1,"2005-06-19",6,"Milan","m",7,12,6,0.5
1,"2005-06-19",7,"Milan","m",7,12,3,0.25
1,"2005-06-19",8,"Milan","m",7,11,6,0.545454545454545
1,"2005-06-19",9,"Milan","m",7,12,10,0.833333333333333
1,"2005-06-19",10,"Milan","m",7,12,10,0.833333333333333
1,"2005-06-19",11,"Milan","m",7,12,10,0.833333333333333
1,"2005-06-19",12,"Milan","m",7,12,11,0.916666666666667
1,"2005-06-19",13,"Milan","m",7,12,3,0.25
1,"2005-06-19",14,"Milan","m",7,11,10,0.909090909090909
1,"2005-06-19",15,"Milan","m",7,12,11,0.916666666666667
1,"2005-06-19",16,"Milan","m",7,12,4,0.333333333333333
1,"2005-06-19",17,"Milan","m",7,12,12,1
1,"2005-06-19",18,"Milan","m",7,12,8,0.666666666666667
1,"2005-06-19",19,"Milan","m",7,12,1,0.0833333333333333
1,"2005-06-19",20,"Milan","m",7,12,7,0.583333333333333
1,"2005-06-19",21,"Milan","m",7,11,0,0
1,"2005-06-19",22,"Milan","m",7,12,1,0.0833333333333333
1,"2005-06-19",23,"Milan","m",7,12,2,0.166666666666667
1,"2005-06-20",0,"Milan","m",1,12,10,0.833333333333333
1,"2005-06-20",1,"Milan","m",1,12,10,0.833333333333333
1,"2005-06-20",2,"Milan","m",1,12,0,0
1,"2005-06-20",3,"Milan","m",1,11,9,0.818181818181818
1,"2005-06-20",4,"Milan","m",1,12,12,1
1,"2005-06-20",5,"Milan","m",1,12,12,1
1,"2005-06-20",6,"Milan","m",1,12,12,1
1,"2005-06-20",7,"Milan","m",1,12,11,0.916666666666667
1,"2005-06-20",8,"Milan","m",1,12,8,0.666666666666667
1,"2005-06-20",9,"Milan","m",1,11,11,1
1,"2005-06-20",10,"Milan","m",1,12,4,0.333333333333333
1,"2005-06-20",11,"Milan","m",1,12,3,0.25
1,"2005-06-20",12,"Milan","m",1,12,0,0
1,"2005-06-20",13,"Milan","m",1,12,6,0.5
1,"2005-06-20",14,"Milan","m",1,12,10,0.833333333333333
1,"2005-06-20",15,"Milan","m",1,12,12,1
1,"2005-06-20",16,"Milan","m",1,11,11,1
1,"2005-06-20",17,"Milan","m",1,12,11,0.916666666666667
1,"2005-06-20",18,"Milan","m",1,12,12,1
1,"2005-06-20",19,"Milan","m",1,12,11,0.916666666666667
1,"2005-06-20",20,"Milan","m",1,12,8,0.666666666666667
1,"2005-06-20",21,"Milan","m",1,12,0,0
1,"2005-06-20",22,"Milan","m",1,11,0,0
1,"2005-06-20",23,"Milan","m",1,12,6,0.5
1,"2005-06-21",0,"Milan","m",2,12,12,1
1,"2005-06-21",1,"Milan","m",2,12,9,0.75
1,"2005-06-21",2,"Milan","m",2,12,9,0.75
1,"2005-06-21",3,"Milan","m",2,12,5,0.416666666666667
1,"2005-06-21",4,"Milan","m",2,11,3,0.272727272727273
1,"2005-06-21",5,"Milan","m",2,12,7,0.583333333333333
1,"2005-06-21",6,"Milan","m",2,12,12,1
1,"2005-06-21",7,"Milan","m",2,12,7,0.583333333333333
1,"2005-06-21",8,"Milan","m",2,12,4,0.333333333333333
1,"2005-06-21",9,"Milan","m",2,12,10,0.833333333333333
1,"2005-06-21",10,"Milan","m",2,12,11,0.916666666666667
1,"2005-06-21",11,"Milan","m",2,11,11,1
1,"2005-06-21",12,"Milan","m",2,12,7,0.583333333333333
1,"2005-06-21",13,"Milan","m",2,12,6,0.5
1,"2005-06-21",14,"Milan","m",2,12,9,0.75
1,"2005-06-21",15,"Milan","m",2,12,8,0.666666666666667
1,"2005-06-21",16,"Milan","m",2,12,12,1
1,"2005-06-21",17,"Milan","m",2,11,4,0.363636363636364
1,"2005-06-21",18,"Milan","m",2,12,7,0.583333333333333
1,"2005-06-21",19,"Milan","m",2,12,9,0.75
1,"2005-06-21",20,"Milan","m",2,12,1,0.0833333333333333
1,"2005-06-21",21,"Milan","m",2,12,4,0.333333333333333
1,"2005-06-21",22,"Milan","m",2,12,0,0
1,"2005-06-21",23,"Milan","m",2,11,2,0.181818181818182
1,"2005-06-22",0,"Milan","m",3,12,5,0.416666666666667
1,"2005-06-22",1,"Milan","m",3,11,7,0.636363636363636
1,"2005-06-22",2,"Milan","m",3,12,3,0.25
1,"2005-06-22",3,"Milan","m",3,12,3,0.25
1,"2005-06-22",4,"Milan","m",3,12,0,0
1,"2005-06-22",5,"Milan","m",3,12,2,0.166666666666667
1,"2005-06-22",6,"Milan","m",3,11,11,1
1,"2005-06-22",7,"Milan","m",3,12,12,1
1,"2005-06-22",8,"Milan","m",3,12,12,1
1,"2005-06-22",9,"Milan","m",3,12,8,0.666666666666667
1,"2005-06-22",10,"Milan","m",3,12,12,1
1,"2005-06-22",11,"Milan","m",3,12,12,1
1,"2005-06-22",12,"Milan","m",3,11,9,0.818181818181818
1,"2005-06-22",13,"Milan","m",3,12,10,0.833333333333333
1,"2005-06-22",14,"Milan","m",3,12,10,0.833333333333333
1,"2005-06-22",15,"Milan","m",3,12,12,1
1,"2005-06-22",16,"Milan","m",3,12,10,0.833333333333333
1,"2005-06-22",17,"Milan","m",3,12,9,0.75
1,"2005-06-22",18,"Milan","m",3,11,8,0.727272727272727
1,"2005-06-22",19,"Milan","m",3,12,5,0.416666666666667
1,"2005-06-22",20,"Milan","m",3,12,0,0
1,"2005-06-22",21,"Milan","m",3,12,0,0
1,"2005-06-22",22,"Milan","m",3,12,0,0
1,"2005-06-22",23,"Milan","m",3,12,0,0
1,"2005-06-23",0,"Milan","m",4,12,3,0.25
1,"2005-06-23",1,"Milan","m",4,12,7,0.583333333333333
1,"2005-06-23",2,"Milan","m",4,12,3,0.25
1,"2005-06-23",3,"Milan","m",4,12,5,0.416666666666667
1,"2005-06-23",4,"Milan","m",4,12,0,0
1,"2005-06-23",5,"Milan","m",4,12,7,0.583333333333333
1,"2005-06-23",6,"Milan","m",4,12,11,0.916666666666667
1,"2005-06-23",7,"Milan","m",4,11,11,1
1,"2005-06-23",8,"Milan","m",4,12,12,1
1,"2005-06-23",9,"Milan","m",4,12,12,1
1,"2005-06-23",10,"Milan","m",4,12,4,0.333333333333333
1,"2005-06-23",11,"Milan","m",4,12,6,0.5
1,"2005-06-23",12,"Milan","m",4,12,7,0.583333333333333
1,"2005-06-23",13,"Milan","m",4,11,5,0.454545454545455
1,"2005-06-23",14,"Milan","m",4,12,11,0.916666666666667
1,"2005-06-23",15,"Milan","m",4,12,11,0.916666666666667
1,"2005-06-23",16,"Milan","m",4,12,5,0.416666666666667
1,"2005-06-23",17,"Milan","m",4,12,8,0.666666666666667
1,"2005-06-23",18,"Milan","m",4,12,4,0.333333333333333
1,"2005-06-23",19,"Milan","m",4,12,6,0.5
1,"2005-06-23",20,"Milan","m",4,11,4,0.363636363636364
1,"2005-06-23",21,"Milan","m",4,12,0,0
1,"2005-06-23",22,"Milan","m",4,12,3,0.25
1,"2005-06-23",23,"Milan","m",4,12,3,0.25
1,"2005-06-24",0,"Milan","m",5,12,0,0
1,"2005-06-24",1,"Milan","m",5,12,0,0
1,"2005-06-24",2,"Milan","m",5,11,0,0
1,"2005-06-24",3,"Milan","m",5,12,0,0
1,"2005-06-24",4,"Milan","m",5,12,0,0
1,"2005-06-24",5,"Milan","m",5,12,5,0.416666666666667
1,"2005-06-24",6,"Milan","m",5,12,10,0.833333333333333
1,"2005-06-24",7,"Milan","m",5,12,11,0.916666666666667
1,"2005-06-24",8,"Milan","m",5,11,11,1
1,"2005-06-24",9,"Milan","m",5,12,12,1
1,"2005-06-24",10,"Milan","m",5,12,10,0.833333333333333
1,"2005-06-24",11,"Milan","m",5,12,10,0.833333333333333
1,"2005-06-24",12,"Milan","m",5,12,7,0.583333333333333
1,"2005-06-24",13,"Milan","m",5,12,10,0.833333333333333
1,"2005-06-24",14,"Milan","m",5,12,10,0.833333333333333
1,"2005-06-24",15,"Milan","m",5,11,10,0.909090909090909
1,"2005-06-24",16,"Milan","m",5,12,12,1
1,"2005-06-24",17,"Milan","m",5,12,12,1
1,"2005-06-24",18,"Milan","m",5,12,7,0.583333333333333
1,"2005-06-24",19,"Milan","m",5,12,8,0.666666666666667
1,"2005-06-24",20,"Milan","m",5,12,5,0.416666666666667
1,"2005-06-24",21,"Milan","m",5,11,2,0.181818181818182
1,"2005-06-24",22,"Milan","m",5,12,0,0
1,"2005-06-24",23,"Milan","m",5,12,4,0.333333333333333
1,"2005-06-25",0,"Milan","m",6,12,12,1
1,"2005-06-25",1,"Milan","m",6,12,12,1
1,"2005-06-25",2,"Milan","m",6,12,1,0.0833333333333333
1,"2005-06-25",3,"Milan","m",6,11,0,0
1,"2005-06-25",4,"Milan","m",6,12,2,0.166666666666667
1,"2005-06-25",5,"Milan","m",6,12,7,0.583333333333333
1,"2005-06-25",6,"Milan","m",6,12,12,1
1,"2005-06-25",7,"Milan","m",6,12,7,0.583333333333333
1,"2005-06-25",8,"Milan","m",6,12,10,0.833333333333333
1,"2005-06-25",9,"Milan","m",6,12,6,0.5
1,"2005-06-25",10,"Milan","m",6,11,8,0.727272727272727
1,"2005-06-25",11,"Milan","m",6,12,12,1
1,"2005-06-25",12,"Milan","m",6,12,12,1
1,"2005-06-25",13,"Milan","m",6,12,10,0.833333333333333
1,"2005-06-25",14,"Milan","m",6,12,9,0.75
1,"2005-06-25",15,"Milan","m",6,12,9,0.75
1,"2005-06-25",16,"Milan","m",6,11,11,1
1,"2005-06-25",17,"Milan","m",6,12,11,0.916666666666667
1,"2005-06-25",18,"Milan","m",6,12,12,1
1,"2005-06-25",19,"Milan","m",6,12,9,0.75
1,"2005-06-25",20,"Milan","m",6,12,3,0.25
1,"2005-06-25",21,"Milan","m",6,12,1,0.0833333333333333
1,"2005-06-25",22,"Milan","m",6,11,0,0
1,"2005-06-25",23,"Milan","m",6,12,10,0.833333333333333
1,"2005-06-26",0,"Milan","m",7,11,9,0.818181818181818
1,"2005-06-26",1,"Milan","m",7,12,1,0.0833333333333333
1,"2005-06-26",2,"Milan","m",7,12,8,0.666666666666667
1,"2005-06-26",3,"Milan","m",7,12,1,0.0833333333333333
1,"2005-06-26",4,"Milan","m",7,12,0,0
1,"2005-06-26",5,"Milan","m",7,11,9,0.818181818181818
1,"2005-06-26",6,"Milan","m",7,12,10,0.833333333333333
1,"2005-06-26",7,"Milan","m",7,12,10,0.833333333333333
1,"2005-06-26",8,"Milan","m",7,12,12,1
1,"2005-06-26",9,"Milan","m",7,12,8,0.666666666666667
1,"2005-06-26",10,"Milan","m",7,12,9,0.75
1,"2005-06-26",11,"Milan","m",7,11,7,0.636363636363636
1,"2005-06-26",12,"Milan","m",7,12,11,0.916666666666667
1,"2005-06-26",13,"Milan","m",7,12,12,1
1,"2005-06-26",14,"Milan","m",7,12,11,0.916666666666667
1,"2005-06-26",15,"Milan","m",7,12,11,0.916666666666667
1,"2005-06-26",16,"Milan","m",7,12,11,0.916666666666667
1,"2005-06-26",17,"Milan","m",7,11,7,0.636363636363636
1,"2005-06-26",18,"Milan","m",7,12,4,0.333333333333333
1,"2005-06-26",19,"Milan","m",7,12,1,0.0833333333333333
1,"2005-06-26",20,"Milan","m",7,12,3,0.25
1,"2005-06-26",21,"Milan","m",7,12,0,0
1,"2005-06-26",22,"Milan","m",7,12,6,0.5
1,"2005-06-26",23,"Milan","m",7,12,7,0.583333333333333
1,"2005-06-27",0,"Milan","m",1,12,8,0.666666666666667
1,"2005-06-27",1,"Milan","m",1,11,0,0
1,"2005-06-27",2,"Milan","m",1,12,5,0.416666666666667
1,"2005-06-27",3,"Milan","m",1,12,3,0.25
1,"2005-06-27",4,"Milan","m",1,12,0,0
1,"2005-06-27",5,"Milan","m",1,12,8,0.666666666666667
1,"2005-06-27",6,"Milan","m",1,11,8,0.727272727272727
1,"2005-06-27",7,"Milan","m",1,12,12,1
1,"2005-06-27",8,"Milan","m",1,12,12,1
1,"2005-06-27",9,"Milan","m",1,12,11,0.916666666666667
1,"2005-06-27",10,"Milan","m",1,12,10,0.833333333333333
1,"2005-06-27",11,"Milan","m",1,12,10,0.833333333333333
1,"2005-06-27",12,"Milan","m",1,11,11,1
1,"2005-06-27",13,"Milan","m",1,12,12,1
1,"2005-06-27",14,"Milan","m",1,12,12,1
1,"2005-06-27",15,"Milan","m",1,12,8,0.666666666666667
1,"2005-06-27",16,"Milan","m",1,12,7,0.583333333333333
1,"2005-06-27",17,"Milan","m",1,12,12,1
1,"2005-06-27",18,"Milan","m",1,12,12,1
1,"2005-06-27",19,"Milan","m",1,11,4,0.363636363636364
1,"2005-06-27",20,"Milan","m",1,12,2,0.166666666666667
1,"2005-06-27",21,"Milan","m",1,12,0,0
1,"2005-06-27",22,"Milan","m",1,12,0,0
1,"2005-06-27",23,"Milan","m",1,12,0,0
1,"2005-06-28",0,"Milan","m",2,12,0,0
1,"2005-06-28",1,"Milan","m",2,12,0,0
1,"2005-06-28",2,"Milan","m",2,12,2,0.166666666666667
1,"2005-06-28",3,"Milan","m",2,12,0,0
1,"2005-06-28",4,"Milan","m",2,12,0,0
1,"2005-06-28",5,"Milan","m",2,12,1,0.0833333333333333
1,"2005-06-28",6,"Milan","m",2,12,4,0.333333333333333
1,"2005-06-28",7,"Milan","m",2,11,9,0.818181818181818
1,"2005-06-28",8,"Milan","m",2,12,0,0
1,"2005-06-28",9,"Milan","m",2,12,11,0.916666666666667
1,"2005-06-28",10,"Milan","m",2,12,10,0.833333333333333
1,"2005-06-28",11,"Milan","m",2,12,11,0.916666666666667
1,"2005-06-28",12,"Milan","m",2,12,8,0.666666666666667
1,"2005-06-28",13,"Milan","m",2,12,12,1
1,"2005-06-28",14,"Milan","m",2,11,10,0.909090909090909
1,"2005-06-28",15,"Milan","m",2,12,4,0.333333333333333
1,"2005-06-28",16,"Milan","m",2,12,8,0.666666666666667
1,"2005-06-28",17,"Milan","m",2,12,10,0.833333333333333
1,"2005-06-28",18,"Milan","m",2,12,12,1
